timestamp,pm2.5,DEWP,TEMP,PRES,log_Iws,log_Is,log_Ir,cbwd
2010-01-02 00:00:00,129.0,-16,-4.0,1020.0,1.0260415958332743,0.0,0.0,SE
2010-01-02 01:00:00,148.0,-15,-4.0,1020.0,1.3029127521808397,0.0,0.0,SE
2010-01-02 02:00:00,159.0,-11,-5.0,1021.0,1.5195132049061133,0.0,0.0,SE
2010-01-02 03:00:00,181.0,-7,-5.0,1022.0,1.8500283773520307,0.6931471805599453,0.0,SE
2010-01-02 04:00:00,138.0,-7,-5.0,1022.0,1.9810014688665833,1.0986122886681098,0.0,SE
2010-01-02 05:00:00,109.0,-7,-6.0,1022.0,2.096790180014449,1.3862943611198906,0.0,SE
2010-01-02 06:00:00,105.0,-7,-6.0,1023.0,2.295560478057081,1.6094379124341003,0.0,SE
2010-01-02 07:00:00,124.0,-7,-5.0,1024.0,2.4612967841488667,0.0,0.0,SE
2010-01-02 08:00:00,120.0,-8,-6.0,1024.0,2.6034301519721073,0.0,0.0,SE
2010-01-02 09:00:00,132.0,-7,-5.0,1025.0,2.72785282839839,0.0,0.0,SE
2010-01-02 10:00:00,140.0,-7,-5.0,1026.0,2.9139797716817317,0.6931471805599453,0.0,SE
2010-01-02 11:00:00,152.0,-8,-5.0,1026.0,3.070839746040796,0.0,0.0,SE
2010-01-02 12:00:00,148.0,-8,-5.0,1026.0,3.206398303357088,0.0,0.0,SE
2010-01-02 13:00:00,164.0,-8,-5.0,1025.0,3.3572454941329726,0.0,0.0,SE
2010-01-02 14:00:00,158.0,-9,-5.0,1025.0,3.4882920885130893,0.0,0.0,SE
2010-01-02 15:00:00,154.0,-9,-5.0,1025.0,3.6041382256588457,0.0,0.0,SE
2010-01-02 16:00:00,159.0,-9,-5.0,1026.0,3.6516966629862204,0.0,0.0,SE
2010-01-02 17:00:00,164.0,-8,-5.0,1027.0,3.697095608885277,0.0,0.0,SE
2010-01-02 18:00:00,170.0,-8,-5.0,1027.0,3.7718409748282835,0.0,0.0,SE
2010-01-02 19:00:00,149.0,-8,-5.0,1028.0,3.8122026701459353,0.0,0.0,SE
2010-01-02 20:00:00,154.0,-7,-5.0,1028.0,3.8509983035903717,0.0,0.0,SE
2010-01-02 21:00:00,164.0,-7,-5.0,1027.0,3.9154172384961616,0.6931471805599453,0.0,SE
2010-01-02 22:00:00,156.0,-8,-6.0,1028.0,3.975936331171799,1.0986122886681098,0.0,SE
2010-01-02 23:00:00,126.0,-8,-6.0,1027.0,4.033000931981049,1.3862943611198906,0.0,SE
2010-01-03 00:00:00,90.0,-7,-6.0,1027.0,4.086984207815808,1.6094379124341003,0.0,SE
2010-01-03 01:00:00,63.0,-8,-6.0,1026.0,4.138201945285877,1.791759469228055,0.0,SE
2010-01-03 02:00:00,65.0,-8,-7.0,1026.0,4.200354866721424,1.9459101490553132,0.0,SE
2010-01-03 03:00:00,55.0,-8,-7.0,1025.0,4.246206911531347,2.0794415416798357,0.0,SE
2010-01-03 04:00:00,65.0,-8,-7.0,1024.0,4.3021714094244174,2.1972245773362196,0.0,SE
2010-01-03 05:00:00,83.0,-9,-8.0,1024.0,4.3551691805039985,2.302585092994046,0.0,SE
2010-01-03 06:00:00,91.0,-10,-8.0,1024.0,4.405498990859024,2.3978952727983707,0.0,SE
2010-01-03 07:00:00,86.0,-10,-9.0,1024.0,4.453416630760555,2.4849066497880004,0.0,SE
2010-01-03 08:00:00,82.0,-10,-9.0,1024.0,4.5090997172373575,2.5649493574615367,0.0,SE
2010-01-03 09:00:00,86.0,-11,-9.0,1023.0,4.552402120449436,2.6390573296152584,0.0,SE
2010-01-03 10:00:00,78.0,-11,-9.0,1023.0,4.59390699370938,2.772588722239781,0.0,SE
2010-01-03 11:00:00,98.0,-11,-9.0,1022.0,4.642465970731788,2.833213344056216,0.0,SE
2010-01-03 12:00:00,107.0,-11,-9.0,1021.0,4.672174414768565,2.8903717578961645,0.0,SE
2010-01-03 13:00:00,90.0,-11,-9.0,1020.0,4.7250842826534285,2.995732273553991,0.0,SE
2010-01-03 14:00:00,96.0,-11,-9.0,1020.0,4.76779910943631,3.044522437723423,0.0,SE
2010-01-03 15:00:00,95.0,-11,-9.0,1020.0,4.808763878057586,3.091042453358316,0.0,SE
2010-01-03 16:00:00,86.0,-11,-9.0,1020.0,4.83397766692674,3.1354942159291497,0.0,SE
2010-01-03 17:00:00,70.0,-11,-9.0,1020.0,4.858571324462998,3.1780538303479458,0.0,SE
2010-01-03 18:00:00,61.0,-11,-9.0,1021.0,0.636576829071551,3.2188758248682006,0.0,cv
2010-01-03 19:00:00,53.0,-11,-9.0,1022.0,1.0224509277025458,3.258096538021482,0.0,cv
2010-01-03 20:00:00,71.0,-10,-9.0,1022.0,1.6134299337036377,3.295836866004329,0.0,NW
2010-01-03 21:00:00,72.0,-11,-10.0,1023.0,2.0980179272527715,3.332204510175204,0.0,NW
2010-01-03 22:00:00,76.0,-11,-9.0,1023.0,2.498973906999436,0.0,0.0,NW
2010-01-03 23:00:00,73.0,-12,-11.0,1023.0,2.72785282839839,0.0,0.0,NW
2010-01-04 00:00:00,79.0,-14,-12.0,1023.0,2.8384934971274993,0.0,0.0,NW
2010-01-04 01:00:00,58.0,-16,-9.0,1023.0,3.131136910560194,0.0,0.0,NW
2010-01-04 02:00:00,25.0,-17,-10.0,1024.0,3.432372999130605,0.0,0.0,NW
2010-01-04 03:00:00,26.0,-18,-11.0,1024.0,3.708191765146309,0.0,0.0,NW
