timestamp,pm2.5,DEWP,TEMP,PRES,log_Iws,log_Is,log_Ir,cbwd
2012-05-21 13:58:41,68.0,15,22.6888824,1004.45993,3.967646909176143,0.0,0.0,SE
2013-01-04 19:54:02,80.0,2,8.982126129,1022.859677,0.636576829071551,0.0,0.6931471805599453,NE
2014-03-30 02:06:05,35.0,7,10.983390195,1015.798104,1.0260415958332745,0.0,0.0,SE
2012-01-17 14:38:37,35.0,-1,4.250741321,1027.804516,1.5216989981260935,0.0,0.0,SE
2010-04-02 09:31:38,97.0,-12,1.055791321,1014.116071,3.5675589188773804,0.0,0.0,NW
2012-06-08 02:29:18,129.0,7,13.066553863,1018.516702,0.636576829071551,0.0,0.0,cv
2014-08-03 17:39:48,53.0,-20,-4.625224995,1020.756276,2.0425181875752383,0.0,0.0,NW
2013-06-12 15:46:17,53.0,18,33.815292102,997.075201,3.851210866031389,0.0,0.0,SE
2010-04-13 03:39:53,23.0,-21,5.800594409,1023.068988,2.8384934971274998,0.0,0.0,NE
2013-02-06 19:30:40,134.0,-10,2.893697088,1030.374757,0.636576829071551,0.0,0.0,SE
2013-02-10 02:07:53,57.0,2,5.560767437,1021.102509,3.80220813942094,0.0,0.0,SE
2014-10-21 18:51:52,36.0,4,17.307602169,1016.329476,3.3881121421135,0.0,0.0,NW
2014-05-23 20:31:41,10.0,7,19.321366661,1007.173749,3.131136910560194,0.0,0.0,NW
2010-10-31 00:49:56,13.0,-21,-12.483698061,1021.364625,5.65518729147674,0.0,0.0,NW
2013-10-24 03:06:12,280.0,8,9.125668999,1010.803871,1.3001916620664788,0.0,0.0,SE
2011-01-30 17:38:28,4.0,-19,6.314069956,1028.385735,0.636576829071551,0.0,0.0,NW
2011-10-14 03:21:28,49.0,0,21.87196551,1018.197394,1.5173226235262949,0.0,0.0,SE
2014-10-07 17:45:11,33.0,-19,0.298250385,1038.239824,4.548070593947519,0.0,0.0,NW
2013-07-29 05:35:39,95.0,-18,-0.47966532,1025.416779,4.523743187292363,0.0,0.0,SE
2014-04-10 23:14:36,154.0,23,31.022684536,997.402004,1.0224509277025458,0.0,0.0,SE
2013-03-29 21:02:11,112.0,25,38.914182132,995.775396,1.5216989981260935,0.0,0.0,SE
